"id","url"
"a166f862-7cb8-4af8-afa5-2867f18f0aeb","https://www.npr.org/2019/04/11/709528694/how-to-calculate-the-cost-of-college-a-guide-to-financial-aid-terms"
"31f10ec3-101f-4ef2-9f62-c63f58299c04",NULL
"0680ec48-d86e-4974-b864-be434b05957b",NULL
"313689a8-8691-4750-bea5-e2146a8f5618","https://www.economist.com/special-report/2019/04/11/online-tutoring-works-better-than-some-might-expect"
"a8d55503-446e-4433-8129-bc8ee13a45b4","https://www.economist.com/special-report/2019/04/13/private-education-is-stepping-in-where-the-state-leaves-off"
"132a6fd7-cbb4-408c-967b-9eda5ffcac7e","https://www.nytimes.com/2019/04/21/technology/silicon-valley-kansas-schools.html"
"a9c929e4-954a-46a6-93f1-63bcc8feb784","https://www.sacbee.com/news/politics-government/capitol-alert/article225294450.html"
"6dfe97b6-9cd7-470f-b1fb-fb1bce572602","https://www.theatlantic.com/education/archive/2013/09/no-point-in-applying-why-poor-students-are-missing-at-top-colleges/279699/"
"1dafa72a-9677-4a83-8c46-104f2cec9dcf","https://www.theatlantic.com/education/archive/2019/04/legacy-admissions-preferences-ivy/586465/"
"b1bc6c02-7fdc-45cc-93ea-a029235794ea","https://www.cbsnews.com/news/college-admission-how-to-get-off-the-wait-list/"
"11af3ab8-9368-4f66-a472-3539aacb0ad2",NULL
"e733df71-dccc-461e-afdf-38df7dd91e70","https://www.nytimes.com/2019/09/20/business/liberal-arts-stem-salaries.html"
"bb6443f3-0d52-4625-bcef-5034b1b8a4f7","https://www.nytimes.com/interactive/2019/09/19/opinion/paying-college-tuition.html"
"253232e3-62a1-42a2-b0df-820c23340d50","https://www.usatoday.com/story/news/politics/2022/10/19/supreme-court-affirmative-action-college-admissions/10545682002/"
"16f2c24d-521c-4a49-87c6-31724b4398d5","https://www.nytimes.com/2019/05/02/nyregion/hunger-college-food-insecurity.html?action=click&module=News&pgtype=Homepage"
"d6b883f0-dcea-430d-a9e6-32b379064c33","https://www.usnews.com/education/best-colleges/articles/act-vs-sat-how-to-decide-which-test-to-take"
"49e7d120-14c1-4970-a635-61a71772e154","https://www.insidehighered.com/admissions/article/2019/04/08/high-school-counselors-brief-admissions-leaders-what-potential"
"66e9a6a6-aa9f-4482-b14b-cb57e09b75c8","https://hechingerreport.org/what-do-philadelphias-students-want-more-college-counseling/"
"ec5af0bd-f8cd-47fe-9f46-21ce0ca07879",NULL
"0aa9d860-5668-4d44-ac18-7a3ab783b49b",NULL
"e54733d2-f3ca-4711-9712-c92063c080ea",NULL
"28db8ba2-f90b-429a-976f-98badfbd6886",NULL
"bc284603-94b7-4665-9bd0-e995d14bd5ad",NULL
"ea4dd462-65bc-4ab5-8607-3b265596e1dd","https://www.latimes.com/socal/daily-pilot/opinion/tn-dpt-me-college-admissions-scandal-newport-commentary-20190715-story.html"
"4d8ab69f-86cf-470d-a7a8-28d5b1fb13a5","https://www.washingtonpost.com/sports/2019/05/23/acl-tears-pile-up-doctors-coaches-worry-that-kids-are-playing-too-much-basketball/?utm_term=.3bff6fd12cbf"
"8ae5bbcb-168c-4e06-a8b8-c5cbd7eec0a4",NULL
"6a1ab10d-cf28-4279-9dcd-153ff020c822",NULL
"8f3bc8dc-d7ef-4a55-9dc4-d75f8dfc7c90",NULL
"a85fac00-7b55-491b-a163-7204d88c978b",NULL
"575d3a82-d6a4-4fe1-817a-6d3d9b2b7501",NULL
"d4718ed0-8fe2-4384-9bfe-b87cb3ebef66","https://www.npr.org/sections/health-shots/2020/08/26/906047231/a-young-athletes-breathing-problems-weren-t-asthma-what-were-they"
"4b074d57-accf-42fa-9544-13568a15e057","https://www.npr.org/sections/health-shots/2020/08/26/906047231/a-young-athletes-breathing-problems-weren-t-asthma-what-were-they"
"3c8d8d5c-5121-4eef-88b4-a4bae6a165e8",NULL
"9e2365e2-d98b-4abd-aee4-c2da4b2f085e","https://www.washingtonpost.com/local/education/college-admissions-2021-sat/2020/10/03/5a6885b6-03f7-11eb-897d-3a6201d6643f_story.html"
"cf5b968a-e032-475e-9aab-f7353e50a5cf","https://www.usnews.com/news/education-news/articles/2021-01-25/measuring-the-impact-of-the-coronavirus-on-teachers-students-and-schools"
"6e42d59f-f787-4141-8b25-780511cb45d6","https://www.usnews.com/news/us/articles/2021-01-19/sat-doing-away-with-optional-essay-subject-tests"
"a8564dbd-b680-4d3c-998a-e134126abeda","https://www.edweek.org/leadership/pressure-builds-on-schools-to-reopen-during-pandemic/2021/02"
"6d9d22f6-e8ab-42d7-86a1-1d5ac7e68926","https://www.livemint.com/education/news/us-college-admission-elite-colleges-lose-favour-with-asian-students-11598590555803.html"
"448027fe-ba0e-4873-b520-e8a0fd9b7982","https://www.cnbc.com/2020/12/29/covid-is-making-it-harder-to-get-into-a-top-college.html"
"3d86d14c-d32d-4d36-85aa-9b7383f1f9e6","https://www.cnbc.com/2020/12/23/student-athletes-worry-coronavirus-could-put-their-scholarships-at-risk.html"
"27de3c10-95d8-47cc-9c06-05f7bafe6596","https://www.gao.gov/assets/690/686530.pdf"
"2176db31-4764-4fee-8b47-84407afe245b","https://www.washingtonpost.com/news/wonk/wp/2018/04/03/the-hidden-crisis-on-college-campuses-36-percent-of-students-dont-have-enough-to-eat/?utm_term=.2e27829a00b2"
"fcb29f30-943f-4e56-b37a-576b0e540d58","https://www.nytimes.com/2019/04/30/magazine/almost-all-the-colleges-i-wanted-to-go-to-rejected-me-now-what.html"
"c55b56b8-edde-42fb-bdaf-d5d1ed22da1b","https://whyy.org/articles/after-temple-scandal-more-colleges-misreport-data-stripped-of-u-s-news-rankings/"
"99576a43-3c70-471a-970c-c88a8874d8e1","https://www.bloomberg.com/news/articles/2018-10-17/the-student-loan-debt-crisis-is-about-to-get-worse"
"d2983c19-a97b-4004-b49d-29c7a7c0bb65","https://www.salliemae.com/assets/Research/HAP/HowAmericaPaysforCollege2017.pdf"
"d7597aef-58f5-4079-8ebb-d4dfaf38ab3b","https://www.eab.com/Blogs/Enrollment/2017/03/Why-Do-Students-Decline-Their-Dream-Schools"
"197c6bbd-e622-4329-a7f1-2fa73286adfe","https://www.nytimes.com/interactive/2019/05/23/opinion/sunday/college-graduation-rates-ranking.html"
"b1a047bf-d68c-4414-a9e2-bd2bc980be9f","https://www.cnbc.com/2019/05/17/the-sat-will-now-share-students-adversity-score-with-colleges.html"
"ed0304ba-18c0-4e64-ba96-c75755ffab7c","https://www.nytimes.com/2019/05/17/opinion/sat-adversity-score.html"
"bd89753b-b0c8-4ab3-9838-e1b383700829","http://www.pbs.org/education/blog/remove-labels-and-redefine-student-success"
"6c77feae-d863-4f2c-b2b0-7bd26b74e610","https://www.cnbc.com/2019/05/10/the-latest-victims-of-the-student-debt-crisis-parents.html"
"65a8fe9c-150d-4c6f-bf5e-d05d77bd0cbe","https://www.cnbc.com/2017/07/03/this-is-the-age-most-americans-pay-off-their-student-loans.html"
"d80e3659-5086-4447-aab2-58ac8d857848","https://www.nytimes.com/2013/08/04/education/edlife/more-students-are-taking-both-the-act-and-sat.html"
"eb922e00-6f9f-4c32-aba6-bc6014b34499","https://www.forbes.com/sites/brennanbarnard/2019/01/21/more-ways-to-improve-college-admission-in-2019/#1c15674f1613"
"f0346369-f120-4875-bdb3-356351a50932","https://www.schoolcounselor.org/asca/media/asca/Publications/ASCAEdTrustRHFactSheet.pdf"
"eeee2bdd-9851-495f-b488-de01abc2bed8","https://www.schoolcounselor.org/asca/media/asca/Publications/Research-Release-Parzych.pdf"
"892c8467-0a21-4208-aabc-dbc7c71faf1e","https://www.nytimes.com/2018/06/01/learning/what-worries-you-most-about-the-college-admissions-process.html"
"948e25a1-e06c-4671-9e0b-40ae61a0bb19","http://nation.time.com/2013/12/03/the-high-school-guidance-counselor-shortage/"
"a766a65c-aeb8-417a-b2b2-c08775d593b7","http://www.thefiscaltimes.com/2014/11/12/Crazy-Price-Tag-College-Consultants"
"063b401f-89e9-4f18-a1d0-5a7b89af5c1b","https://hechingerreport.org/rural-students-often-go-unnoticed-by-colleges-can-virtual-counseling-put-them-on-the-map/"
"e70e5a1b-60c7-4b71-b910-05a47adb3583","https://www.the-review.com/news/20190607/laura-kessel-bee-organizers-must-prepare-for-its-brilliant-spellers"
"33433696-c47a-4fe6-a6bf-936f97de63ad","https://www.usatoday.com/story/opinion/2019/05/30/sat-test-adversity-score-turns-students-into-college-statistics-column/1209187001/"
"f5949cc1-bd59-4998-b25d-0732bea5a746","https://www.nbcnews.com/better/lifestyle/how-hiring-private-college-navigator-helped-our-family-survive-high-ncna1008926"
"082c440a-cf35-4110-ba16-2b607fe5232b","https://www.marketwatch.com/story/what-student-debt-does-to-people-its-not-pretty-2018-11-14"
"45860b35-97d4-4541-9381-3b07f0c11590","https://www.cnbc.com/2017/10/10/bill-gates-us-college-dropout-rates-are-tragic.html"
"6a39766d-dfee-4abd-b4f5-7c2504b1f3b5","https://www.insidehighered.com/admissions/article/2018/04/09/justice-department-starts-investigation-early-decision-admissions"
"03e22893-330e-4720-abef-4efb96e5105e","https://www.thecrimson.com/article/2018/6/30/athlete-admissions/"
"fb97ac87-2a9c-4fc4-9f15-3cfe3ab20920","https://www.usatoday.com/story/news/2018/08/28/august-sat-test-reuse-cheating-college-board-october-2017/1120558002/"
"422ba1a7-491d-4617-90b8-dce305d5373e","https://www.usnews.com/education/best-colleges/articles/2016-10-24/what-happens-to-students-who-back-out-of-early-decision-offers"
"18d72f65-0f13-4199-bc8c-5b6318baf98c","https://learn.ruffalonl.com/rs/395-EOG-977/images/2017%20HS%20Counselor%20Research%20Report.pdf"
"8cc2038f-f59b-4091-81a8-da71b4b6e1b3","https://www.theatlantic.com/education/archive/2017/04/how-colleges-find-their-students/522516/"
"2b110103-5027-4971-9102-54eb08a8de5f","https://www.nytimes.com/2019/09/03/opinion/college-graduates.html"
"309ce635-ac08-4d8c-9a15-16f8eafb972d","https://www.nytimes.com/2019/08/30/opinion/sunday/college-tuition.html"
"2b8d167c-e9cb-41e4-b257-f893b360b14f","https://everfi.com/insights/white-papers/2019-money-matters-report/"
"c6501312-71d3-4b73-94e4-9d1afa386f56","https://sdp.cepr.harvard.edu/blog/college-readiness-predictors-dont-have-be-mystery"
"eaf4393f-62ba-42c0-af2b-6f577d278a32","https://hechingerreport.org/what-if-we-hired-for-skills-not-degrees/"
"96070e02-e4d8-4ee0-8875-52db7c7dfa19","https://www.nytimes.com/2019/05/09/sports/college-recruiting-scandal.html?action=click&module=News&pgtype=Homepage"
"1302aca8-ddcb-410b-a1c6-c44d68948ff9","https://www.theatlantic.com/education/archive/2018/05/college-admissions-gpa-sat-act/561167/"
"08f6477c-0318-48ca-9952-80dddd0baede","https://www.thisamericanlife.org/504/how-i-got-into-college#play"
"3ebcb18f-6ad8-4b5e-8adc-1dd621314dd9","https://mcc.gse.harvard.edu/reports/turning-the-tide-college-admissions"
"734b83ed-e142-4381-94ba-4b7cf0d21777","https://www.usnews.com/education/k12/articles/the-rise-of-high-school-internships"
"e71381e4-1149-487a-87dd-693b5575d063","https://www.wsj.com/articles/yale-georgetown-other-top-schools-illegally-collude-to-limit-student-financial-aid-lawsuit-alleges-11641829659?mod=Searchresults_pos1&page=1"
"f81b7dda-27ed-43f6-aca4-c26a6b914d8b","https://abcnews.go.com/Politics/wireStory/gop-pushes-us-schools-post-class-materials-online-82846007"
"2729bea3-be45-4a38-a9c1-57c1cda816f4","https://abcnews.go.com/Lifestyle/wireStory/campus-congress-colleges-urged-end-legacy-boost-82860297"
"60bf75b6-f629-4e25-91ad-6aadf35c1c36","https://www.politico.com/news/2022/02/14/san-francisco-school-board-ouster-00008422"
"d3c97f54-488e-4c5a-800b-d81f75b4a3d0","https://www.mckinsey.com/featured-insights/future-of-work/the-future-of-work-in-america-people-and-places-today-and-tomorrow"
"7f04f3e8-6435-4c4d-918b-9f805015dd3f","https://www.cnn.com/2019/06/01/us/student-loan-debt-stories-trnd/"
"22e8cd68-19b3-45a2-9e0b-2558543e3be3","https://www.bloomberg.com/news/articles/2019-08-16/you-may-be-dead-before-you-pay-off-your-student-loans"
"b6727666-d085-4781-83b9-3dd67a352deb","https://www.propublica.org/article/college-student-financial-aid-guardianship-loophole-us-department-of-education"
"e392530f-db6f-40d7-a3f7-47f3a674f834","https://www.propublica.org/article/university-of-illinois-financial-aid-fafsa-parents-guardianship-children-students"
"9bdf6a5d-6337-4ad2-a02e-b8717d9de07b","https://www.marketwatch.com/story/treasury-dept-says-student-debt-crisis-is-so-bad-that-financial-education-should-be-mandatory-for-college-students-2019-06-17"
"1ce68406-c9cc-4965-bc05-8497dc96169c","https://www.cnn.com/2019/05/23/us/university-oklahoma-best-colleges-ranking/index.htmlUniversity of Oklahoma gave false data to U.S. News college rankings for 20 years"
"977cb37b-5b0b-42d2-838e-5ddb793cb3fa","https://news.berkeley.edu/2022/02/14/uc-berkeley-statement-on-court-decision-affecting-2022-23-academic-year-enrollment/"
"6b8bab3a-b9c3-46e7-956f-a27193b1a877","https://www.epi.org/publication/solving-k-12-staffing-shortages/"
